PLAYER_NAME,PLAYER_ID,ABILITY_PARAMS
Ty Halaburda,168,-3.97497323558674
Tommaso De Luca,169,-4.556298794034989
Konstantin Volochko,170,-5.143525388410939
Matt Copponi,171,-5.735273053228433
Jordan Tourigny,172,-6.330961057674928
Carsen Musser,173,-6.931258266852403
Teddy Townsend,174,-7.537544983123944
Chris Able,175,-8.150723742350081
Ryan Koering,176,-8.770213363877552
Kristan Kostadinski,177,-9.393793593659518
Gavyn Thoreson,178,-10.01867179676723
Jeremy Hanzel,179,-10.642980495776449
Adam Cedzo,180,-11.266669470453724
Axel Hurtig,181,-11.890851138860215
Ryan Conmy,182,-12.517568175052656
Juha Jatkola,183,-13.148802811828705
Ethan Hay,184,-13.785800415733666
Dominik Petr,185,-14.428583392487425
Hugo Hell,186,-15.074179675808807
Stanislav Berezhnoy,187,-15.718041842929727
Bogdan Konyushkov,188,-16.35446854297061
Rasmus Larsson,189,-16.97818138185157
Hannes Hellberg,190,-17.585181811730376
Alexander Weiermair,191,-18.174684840593734
Saige Weinstein,192,-18.749744358171313
Zachary Sharp,193,-19.31798777107486
Samu Bau,194,-19.88982439537734
Anton MacDonald,195,-20.476031023658003
Ondrej Molnar,196,-21.084583840659427
Wiliam Vote,197,-21.71832927884328
Joe Palodichuk,198,-22.37389625947667
Michael Deangelo,199,-23.0426789500578
David Klee,200,-23.71295718207591
Charles-Alexis Legault,201,-24.37255246853984
Samuel Urban,202,-25.012247616736076
Samuel Fiala,203,-25.627864629758502
Lukas Matecha,204,-26.221712775538183
Hunter Anderson,205,-26.801437331382704
Chase Pirtle,206,-27.376269172030536
Norwin Panocha,207,-27.95218013038024
Rodwin Dionicio,208,-28.52870432333164
Nikita Ishmnikov,209,-29.09943902067087
Ty Henricks,210,-29.655869358444775
Nils Wallstrom,211,-30.191490886874703
Eric Pohlkamp,212,-30.705315846440442
Ivan Remezovsky,213,-31.202844612385736
Antoine Keller,214,-31.695665291012237
Christian Maro,215,-32.19807824878536
Filip Eriksson,216,-32.721839724822544
Kristers Steinbergs,217,-33.2701779279262
Luke Mittelstadt,218,-33.834365434140324
Luke Coughlin,219,-34.39612661313487
Eli Sebastian,220,-34.93722268819294
Artyom Kashtanov,221,-35.45180981545071
Josh Giuliani,222,-35.95109865746489
Nikita Nedopekin,223,-36.45227447309133
Vojtech Port,253,-40.0
Cole Brown,254,-40.0
Visa Vedenpaa,255,-40.0
Rudy Guimond,256,-40.0
Noah Chadwick,264,-40.0
Matthew Mayich,257,-40.0
Aiden Celebrini,258,-40.0
Ryan MacPherson,259,-40.0
Cooper Foster,260,-40.0
Yegor Yegorov,261,-40.0
Dylan Roobreck,262,-40.0
Warren Clark,263,-40.0
Brett Hyland,270,-40.0
Ryan Walsh,265,-40.0
Angus MacDonell,266,-40.0
Jack Harvey,267,-40.0
Oiva Keskinen,268,-40.0
Stepan Zvyagin,269,-40.0
Olof Glifford,251,-40.0
Emmitt Finnie,271,-40.0
Owen Beckner,272,-40.0
Vladimir Nikitin,273,-40.0
Dennis Good-Bogg,274,-40.0
Jimmy Clark,275,-40.0
Maros Jedlicka,276,-40.0
Sebastian Bradshaw,277,-40.0
Justin Kipkie,252,-40.0
Justin Gill,245,-40.0
Arno Tiefensee,250,-40.0
Quentin Miller,235,-40.0
Joey Willis,224,-40.0
Chris Pelosi,225,-40.0
Jiri Felcman,226,-40.0
Florian Xhekaj,227,-40.0
Terrell Goldsmith,228,-40.0
Patrick Thomas,229,-40.0
Ty Mueller,230,-40.0
Vilmer Alriksson,231,-40.0
Hampton Slukynsky,232,-40.0
Matthew Perkins,233,-40.0
Stanislav Yarovoi,234,-40.0
Axel Landen,236,-40.0
Melvin Strahl,249,-40.0
Marcel Marcel,237,-40.0
Sam Harris,238,-40.0
Melker Thelin,239,-40.0
Jack Phelan,240,-40.0
Matthew Andonovski,241,-40.0
Mikhail Ilyin,242,-40.0
Sutter Muzzatti,243,-40.0
Yevgeni Volokhin,244,-40.0
Jacob Julien,246,-40.0
Kevin Bicker,247,-40.0
Thomas Milic,248,-40.0
Yegor Velmakin,278,-40.0
