Team,Type,POS,Name,POS.1,AGE,SH,ACQUIRED,GP,G,A,P,GAA,SV%,League,Notes,NHL eP,Goalie Equivalency
DET,Prospects,G,"Guimond, Rudy",G,18,L,Drafted (169 - 2023),28,,,,0,0.94,USHS-Prep,*no data for gaa,0,0.856733201
DET,Prospects,G,"Gylander, Carter",G,22,L,Drafted (191 - 2019),39,,,,2.46,0.914,NCAA,,0,0.872593619
BUF,Majors,C,"Cozens, Dylan","C, LW",22,R,Drafted (7 - 2019),81,31,37,68,,,NHL,,68,0
BUF,Majors,C,"Krebs, Peyton","C, LW",22,L,Traded,74,9,17,26,,,NHL,,26,0
BUF,Majors,RW,"Peterka, John-Jason","LW, RW",21,L,Drafted (34 - 2020),77,12,20,32,,,NHL,,32,0
BUF,Majors,LD,"Dahlin, Rasmus",LD/RD,23,L,Drafted (1 - 2018),78,15,58,73,,,NHL,,73,0
BUF,Majors,RD,"Samuelsson, Mattias",LD,23,L,Drafted (32 - 2018),55,2,8,10,,,NHL,,10,0
BUF,Majors,LD,"Power, Owen",LD/RD,20,L,Drafted (1 - 2021),79,4,31,35,,,NHL,,35,0
BUF,Majors,G,"Levi, Devon",G,21,L,Traded,34,,,,2.24,0.933,NCAA,,0,0.880962251
BUF,Majors,F,"Quinn, Jack","RW, LW",21,R,Drafted (8 - 2020),75,14,23,37,,,NHL,,37,0
BUF,Minors,F,"Savoie, Matthew",C,19,R,Drafted (9 - 2022),62,38,57,95,,,WHL,,18,0
BUF,Minors,F,"Benson, Zach",LW,18,L,Drafted (13 - 2023),60,36,62,98,,,WHL,,19,0
BUF,Minors,F,"Rosén, Isak",RW,20,L,Drafted (14 - 2021),66,14,23,37,,,AHL,,18,0
BUF,Minors,F,"Kulich, Jiri","C, LW",19,L,Drafted (28 - 2022),62,24,22,46,,,AHL,,24,0
BUF,Minors,F,"Kisakov, Alexander",LW,20,L,Drafted (53 - 2021),48,6,2,8,,,AHL,,5,0
BUF,Minors,F,"Neuchev, Viktor",LW,19,L,Drafted (74 - 2022),57,4,7,11,,,KHL,,12,0
BUF,Minors,F,"Nadeau, Olivier",RW,20,R,Drafted (97 - 2021),34,22,24,46,,,QMJHL,,13,0
BUF,Minors,F,"Cederqvist, Filip","LW, RW",23,L,Drafted (143 - 2019),55,9,11,20,,,AHL,,12,0
BUF,Minors,F,"Kozak, Tyson",C,20,L,Drafted (193 - 2021),55,5,5,10,,,AHL,,6,0
BUF,Minors,D,"Johnson, Ryan",LD,22,L,Drafted (31 - 2019),40,4,14,18,,,NCAA,,7,0
BUF,Minors,D,"Komarov, Vsevolod",RD,19,R,Drafted (134 - 2022),62,12,27,39,,,QMJHL,,6,0
BUF,Minors,D,"Novikov, Nikita",LD,20,L,Drafted (188 - 2021),62,2,3,5,,,KHL,,5,0
BUF,Loaned,F,"Östlund, Noah",C,19,L,Drafted (16 - 2022),37,8,18,26,,,HockeyAllsvenskan,,20,0
BUF,Loaned,F,"Wahlberg, Anton",C,18,L,Drafted (39 - 2023),32,14,13,27,,,J20 Nationell,,6,0
BUF,Prospects,F,"Poltapov, Prokhor",LW,20,R,Drafted (33 - 2021),56,5,5,10,,,KHL,,11,0
BUF,Prospects,F,"Sardarian, Stiven",RW,20,L,Drafted (88 - 2021),29,2,5,7,,,NCAA,,4,0
BUF,Prospects,F,"Huglen, Aaron",C,22,R,Drafted (102 - 2019),38,7,10,17,,,NCAA,,7,0
BUF,Prospects,F,"Miedema, Ethan",LW,18,L,Drafted (109 - 2023),68,20,32,52,,,OHL,,9,0
BUF,Prospects,F,"Costantini, Matteo",C,21,L,Drafted (131 - 2020),25,2,1,3,,,NCAA,,2,0
BUF,Prospects,F,"Marjala, Viljami",LW,20,L,Drafted (159 - 2021),32,18,33,51,,,U20SM-sarja,,11,0
BUF,Prospects,F,"von Barnekow Løfberg, William","LW, RW",20,L,Drafted (161 - 2021),37,4,2,6,,,SHL,,8,0
BUF,Prospects,F,"Richard, Jake",RW,19,R,Drafted (170 - 2022),57,31,31,62,,,USHL,,13,0
BUF,Prospects,F,"Karlsson, Gustav",C,19,L,Drafted (187 - 2022),43,14,19,33,,,J20 Nationell,,6,0
BUF,Prospects,F,"Ratkovic Berndtsson, Joel",RW,19,L,Drafted (202 - 2022),34,20,10,30,,,J20 Nationell,,7,0
BUF,Prospects,F,"Sjödin, Linus",C,20,L,Drafted (211 - 2022),52,1,6,7,,,SHL,,6,0
BUF,Prospects,F,"Konecny, Jakub",C,21,L,Drafted (216 - 2020),45,5,6,11,,,Czechia,,12,0
BUF,Prospects,D,"Strbak, Maxim",RD,18,R,Drafted (45 - 2023),46,5,13,18,,,USHL,,5,0
BUF,Prospects,D,"McCarthy, Gavin",RD,18,R,Drafted (86 - 2023),42,8,19,27,,,USHL,,8,0
BUF,Prospects,D,"Lindgren, Mats",LD,19,L,Drafted (106 - 2022),63,11,23,34,,,WHL,,6,0
BUF,Prospects,D,"Keohane, Sean",LD,18,L,Drafted (173 - 2023),32,4,12,16,,,USHS-Prep,,1,0
BUF,Prospects,D,"Lyckåsen, Albert",RD,22,R,Drafted (193 - 2020),39,3,6,9,,,HockeyAllsvenskan,,7,0
BUF,Prospects,D,"Panocha, Norwin",LD,18,L,Drafted (205 - 2023),34,6,16,22,,,DNL U20,,1,0
BUF,Prospects,G,"Leinonen, Topias",G,19,L,Drafted (41 - 2022),23,,,,2.72,0.885,U20SM-sarja,,0,0.852964374
BUF,Prospects,G,"Ratzlaff, Scott",G,18,L,Drafted (141 - 2023),34,,,,2.15,0.918,WHL,,0,0.869288974
OTT,Majors,C,"Stützle, Tim",C,21,L,Drafted (3 - 2020),78,39,51,90,,,NHL,,90,0
OTT,Majors,C,"Pinto, Shane",C,22,R,Drafted (32 - 2019),82,20,15,35,,,NHL,,35,0
OTT,Majors,LD,"Sanderson, Jake",LD,21,L,Drafted (5 - 2020),77,4,28,32,,,NHL,,32,0
OTT,Majors,F,"Sokolov, Egor",LW,23,R,Drafted (61 - 2020),70,21,38,59,,,AHL,,27,0
OTT,Majors,D,"Bernard-Docker, Jacob",RD,23,R,Drafted (26 - 2018),41,2,4,6,,,AHL,,5,0
OTT,Minors,F,"Greig, Ridly","C, LW",21,L,Drafted (28 - 2020),39,15,14,29,,,AHL,,24,0
OTT,Minors,F,"Boucher, Tyler",RW,20,R,Drafted (10 - 2021),21,10,7,17,,,OHL,,10,0
OTT,Minors,F,"Järventie, Roby",LW,21,L,Drafted (33 - 2020),40,16,14,30,,,AHL,,24,0
OTT,Minors,F,"Ostapchuk, Zack",C,20,L,Drafted (39 - 2021),55,31,36,67,,,WHL,,14,0
OTT,Minors,F,"Pettersson, Oskar",RW,19,R,Drafted (72 - 2022),24,23,10,33,,,J20 Nationell,,10,0
OTT,Minors,F,"Crookshank, Angus",LW,23,L,Drafted (126 - 2018),71,26,21,47,,,AHL,,21,0
OTT,Minors,F,"Reinhardt, Cole",LW,23,L,Drafted (181 - 2020),66,11,23,34,,,AHL,,16,0
OTT,Minors,D,"Kleven, Tyler",LD,21,L,Drafted (44 - 2020),35,8,10,18,,,NCAA,,8,0
OTT,Minors,D,"Thomson, Lassi",RD,22,R,Drafted (19 - 2019),56,7,26,33,,,AHL,,19,0
OTT,Minors,D,"Guénette, Maxence",RD,22,R,Drafted (187 - 2019),72,5,35,40,,,AHL,,18,0
OTT,Minors,D,"Sebrango, Donovan",LD,21,L,Traded,39,4,3,7,,,AHL,,6,0
OTT,Minors,D,"Hamara, Tomas",LD,19,L,Drafted (87 - 2022),56,2,15,17,,,OHL,,4,0
OTT,Minors,D,"Donovan, Jorian",LD,19,L,Drafted (136 - 2022),55,12,33,45,,,OHL,,10,0
OTT,Minors,G,"Søgaard, Mads",G,22,L,Drafted (37 - 2019),22,,,,3.47,0.893,AHL,,0,0.873056028
OTT,Minors,G,"Meriläinen, Leevi",G,21,L,Drafted (71 - 2020),42,,,,2.02,0.918,Liiga,,0,0.891798108
OTT,Minors,G,"Mandolese, Kevin",G,23,L,Drafted (157 - 2018),17,,,,3.33,0.89,AHL,,0,0.871184932
OTT,Prospects,F,"Johansson, Oliver",C,20,L,Drafted (74 - 2021),27,6,3,9,,,HockeyAllsvenskan,,10,0
OTT,Prospects,F,"Halliday, Stephen",C,21,L,Drafted (104 - 2022),40,9,32,41,,,NCAA,,16,0
OTT,Prospects,F,"O'Neill, Cameron",RW,19,R,Drafted (143 - 2022),56,9,18,27,,,USHL,,6,0
OTT,Prospects,F,"Beckner, Owen",C,18,L,Drafted (204 - 2023),53,17,33,50,,,BCHL,,6,0
OTT,Prospects,F,"Dyck, Tyson",C,19,L,Drafted (206 - 2022),28,5,4,9,,,NCAA,,5,0
OTT,Prospects,F,"Vantassell, Nicholas",RW,19,R,Drafted (215 - 2023),62,19,18,37,,,USHL,,7,0
OTT,Prospects,D,"Nordberg, Filip",LD,19,L,Drafted (64 - 2022),33,2,4,6,,,HockeyAllsvenskan,,5,0
OTT,Prospects,D,"Stanley, Hoyt",RD,18,R,Drafted (108 - 2023),53,4,34,38,,,BCHL,,5,0
OTT,Prospects,D,"Andonovski, Matthew",LD,18,L,Drafted (140 - 2023),67,0,16,16,,,OHL,,3,0
OTT,Prospects,D,"Wallberg, Theo",LD,19,L,Drafted (168 - 2022),60,5,17,22,,,USHL,,4,0
OTT,Prospects,G,"Reidler, Kevin",G,19,L,Drafted (151 - 2022),32,,,,2.89,0.911,J20 Nationell,,0,0.861418006
OTT,Prospects,G,"Nikitin, Vladimir",G,18,L,Drafted (207 - 2023),24,,,,2.06,0.921,Kazakhstan U20,*no translation,0,0
OTT,Reserve,D,"Tychonick, Jonathan",LD,23,L,Drafted (48 - 2018),35,8,18,26,,,NCAA,,12,0
SJS,Majors,LW,"Zadina, Filip","RW, LW",23,L,Signed to SPC,30,3,4,7,,,NHL,,7,0
SJS,Minors,F,"Bordeleau, Thomas",C,21,L,Drafted (38 - 2020),65,22,19,41,,,AHL,,20,0
SJS,Minors,F,"Eklund, William","C, LW",20,L,Drafted (7 - 2021),54,17,24,41,,,AHL,,24,0
SJS,Minors,F,"Raska, Adam","LW, RW",21,L,Drafted (201 - 2020),54,4,7,11,,,AHL,,6,0
SJS,Minors,F,"Robins, Tristen",C,21,R,Drafted (56 - 2020),64,17,21,38,,,AHL,,19,0
SJS,Minors,F,"Gushchin, Daniil",LW,21,L,Drafted (76 - 2020),67,22,23,45,,,AHL,,21,0
SJS,Minors,F,"Wiesblatt, Ozzy",RW,21,R,Drafted (31 - 2020),45,6,9,15,,,AHL,,11,0
SJS,Minors,F,"Halttunen, Kasper",RW,18,R,Drafted (36 - 2023),27,0,1,1,,,Liiga,"*also has 18 games with 18 goals, good stats in diff league",1,0
SJS,Minors,F,"Coe, Brandon",RW,21,R,Drafted (98 - 2020),56,5,11,16,,,AHL,,9,0
SJS,Minors,F,"Cardwell, Ethan",RW,21,R,Drafted (121 - 2021),62,43,47,90,,,OHL,,17,0
SJS,Minors,D,"Cicek, Nick",LD,23,L,Signed to ELC,37,1,2,3,,,AHL,,3,0
SJS,Minors,D,"Okhotiuk, Nikita",LD,22,L,Traded,20,2,4,6,,,AHL,,10,0
SJS,Minors,D,"Thrun, Henry",LD,22,L,Traded,33,7,24,31,,,NCAA,,15,0
SJS,Minors,D,"Mukhamadullin, Shakir",LD,21,L,Traded,67,6,19,25,,,KHL,,24,0
SJS,Minors,D,"Guryev, Artem",LD,20,L,Drafted (135 - 2021),47,7,9,16,,,OHL,,4,0
SJS,Minors,D,"Pulli, Valtteri",LD,22,L,Signed to ELC,53,3,14,17,,,Liiga,,12,0
SJS,Minors,G,"Chrona, Magnus",G,23,L,Traded,32,,,,2.19,0.916,NCAA,,0,0.873474528
SJS,Minors,G,"Romanov, Georgi",G,23,L,Signed to ELC,31,,,,2.81,0.907,VHL,,0,0.87837176
SJS,Loaned,F,"Bystedt, Filip",C,19,L,Drafted (27 - 2022),45,7,13,20,,,SHL,,21,0
SJS,Prospects,F,"Smith, Will",C,18,R,Drafted (4 - 2023),60,51,76,127,,,NTDP,,34,0
SJS,Prospects,F,"Musty, Quentin",LW,18,L,Drafted (26 - 2023),53,26,52,78,,,OHL,,17,0
SJS,Prospects,F,"Lund, Cameron",C,19,R,Drafted (34 - 2022),35,7,16,23,,,NCAA,,10,0
SJS,Prospects,F,"Svoboda, Brandon",C,18,R,Drafted (71 - 2023),59,16,10,26,,,USHL,,5,0
SJS,Prospects,F,"Spiridonov, Yegor",C,22,R,Drafted (108 - 2019),24,1,1,2,,,KHL,,5,0
SJS,Prospects,F,"Muldowney, Joey",RW,19,R,Drafted (172 - 2022),61,15,14,29,,,USHL,,6,0
SJS,Prospects,F,"Jacobsson, Theo",C,20,L,Drafted (177 - 2021),45,6,5,11,,,HockeyAllsvenskan,,7,0
SJS,Prospects,F,"Young, Alex",C,22,R,Drafted (196 - 2020),40,21,18,39,,,NCAA,,16,0
SJS,Prospects,F,"Klee, David",C,18,L,Drafted (196 - 2023),57,3,10,13,,,USHL,,3,0
SJS,Prospects,F,"Rimashevsky, Yegor",RW,18,L,Drafted (203 - 2023),29,13,13,26,,,MHL,,11,0
SJS,Prospects,F,"Spitserov, Timofei",RW,21,L,Drafted (210 - 2020),24,4,2,6,,,NCAA,,4,0
SJS,Prospects,F,"Laubach, Reese",C,19,R,Drafted (217 - 2022),50,11,13,24,,,USHL,,6,0
SJS,Prospects,D,"Hävelid, Mattias",RD,19,R,Drafted (45 - 2022),25,4,2,6,,,SHL,,11,0
SJS,Prospects,D,"Fisher, Michael",RD,19,R,Drafted (76 - 2022),14,0,0,0,,,USHL,,0,0
SJS,Prospects,D,"Cagnoni, Luca",LD,18,L,Drafted (123 - 2023),67,17,47,64,,,WHL,,11,0
SJS,Prospects,D,"Landén, Axel",RD,18,R,Drafted (130 - 2023),44,10,6,16,,,J20 Nationell,,3,0
SJS,Prospects,D,"Pohlkamp, Eric",RD,19,R,Drafted (132 - 2023),59,16,35,51,,,USHL,,10,0
SJS,Prospects,D,"Furlong, Jake",LD,19,L,Drafted (140 - 2022),67,7,43,50,,,QMJHL,,7,0
SJS,Prospects,D,"Barnett, Eli",RD,20,R,Drafted (195 - 2022),52,4,5,9,,,BCHL,,1,0
SJS,Prospects,D,"Kashnikov, Evgenii",LD,20,L,Drafted (199 - 2021),66,3,7,10,,,KHL,,10,0
SJS,Prospects,G,"Beaupit, Mason",G,19,L,Drafted (108 - 2022),31,,,,3.74,0.875,WHL,*combined goalie stats from 2 teams,0,0.853142488
SJS,Reserve,F,"Kaut, Martin",RW,23,R,Traded,36,4,4,8,,,NHL,,8,0
DAL,Majors,C,"Johnston, Wyatt",C,20,R,Drafted (23 - 2021),82,24,17,41,,,NHL,,41,0
DAL,Majors,RW,"Dellandrea, Ty","RW, C",23,R,Drafted (13 - 2018),82,9,19,28,,,NHL,,28,0
DAL,Majors,LD,"Harley, Thomas",LD,22,L,Drafted (18 - 2019),66,10,24,34,,,AHL,,16,0
DAL,Majors,RD,"Lundkvist, Nils",RD,23,R,Traded,60,6,10,16,,,NHL,,16,0
DAL,Minors,F,"Blümel, Matej",LW,23,L,Signed to ELC,58,19,25,44,,,AHL,,24,0
DAL,Minors,F,"Bäck, Oskar","C, RW",23,L,Drafted (75 - 2018),66,5,22,27,,,AHL,,13,0
DAL,Minors,F,"Bourque, Mavrik",C,21,R,Drafted (30 - 2020),70,20,27,47,,,AHL,,21,0
DAL,Minors,F,"Stankoven, Logan",C,20,R,Drafted (47 - 2021),48,34,63,97,,,WHL,,23,0
DAL,Minors,F,"Stranges, Antonio","C, LW",21,L,Drafted (123 - 2020),19,4,8,12,,,AHL,,20,0
DAL,Minors,F,"Damiani, Riley",C,23,R,Drafted (137 - 2018),59,13,18,31,,,AHL,,17,0
DAL,Minors,F,"Arcuri, Francesco",C,20,L,Drafted (175 - 2021),71,48,43,91,,,OHL,,15,0
DAL,Minors,F,"Seminoff, Matthew",RW,19,R,Drafted (179 - 2022),62,31,51,82,,,WHL,,15,0
DAL,Minors,F,"McDonald, Kyle",RW,21,R,Signed to ELC,43,34,18,52,,,OHL,,14,0
DAL,Minors,F,"Wheatcroft, Chase",LW,21,L,Signed to ELC,68,47,60,107,,,WHL,,18,0
DAL,Minors,D,"Bichsel, Lian",LD,19,L,Drafted (18 - 2022),42,1,5,6,,,SHL,,7,0
DAL,Minors,D,"Grushnikov, Artem",LD,20,L,Drafted (48 - 2021),65,8,9,17,,,OHL,,3,0
DAL,Minors,D,"Kyrou, Christian",RD,20,R,Drafted (50 - 2022),64,20,57,77,,,OHL,,14,0
DAL,Minors,D,"White, Gavin",RD,20,R,Drafted (115 - 2022),54,12,29,41,,,OHL,,9,0
DAL,Minors,G,"Poirier, Rémi",G,21,L,Drafted (185 - 2020),23,,,,2.06,0.928,ECHL,,0,0.87373971
DAL,Prospects,F,"Martino, Ayrton",LW,20,L,Drafted (73 - 2021),37,9,29,38,,,NCAA,,16,0
DAL,Prospects,F,"Ertel, Justin",LW,20,L,Drafted (79 - 2021),46,14,22,36,,,OHL,,9,0
DAL,Prospects,F,"Gardiner, Brad",C,18,R,Drafted (79 - 2023),68,19,20,39,,,OHL,,7,0
DAL,Prospects,F,"Ljungman, Daniel",C,21,L,Drafted (154 - 2020),48,4,7,11,,,HockeyAllsvenskan,,7,0
DAL,Prospects,F,"MacDonell, Angus",C,18,L,Drafted (189 - 2023),64,29,12,41,,,OHL,,8,0
DAL,Prospects,F,"Sjöberg, Albert",RW,20,R,Drafted (207 - 2021),46,9,4,13,,,HockeyAllsvenskan,,8,0
DAL,Prospects,F,"Bradshaw, Sebastian",LW,18,L,Drafted (221 - 2023),59,31,31,62,,,18U AAA,,0,0
DAL,Prospects,D,"Bertucci, Tristan",LD,18,L,Drafted (61 - 2023),63,11,39,50,,,OHL,,9,0
DAL,Prospects,D,"Fegaras, George",RD,19,R,Drafted (83 - 2022),61,4,23,27,,,USHL,,5,0
DAL,Prospects,D,"Minnetian, Aram",RD,18,R,Drafted (125 - 2023),62,7,24,31,,,NTDP,,8,0
DAL,Prospects,D,"Bar, Jack",RD,20,R,Drafted (138 - 2021),32,1,4,5,,,NCAA,,2,0
DAL,Prospects,G,"Mayorov, Maxim",G,19,L,Drafted (147 - 2022),25,,,,2.81,0.915,MHL,*combined goalie stats from 2 teams,0,0.868361506
DAL,Prospects,G,"Tiefensee, Arno",G,21,L,Drafted (157 - 2023),23,,,,2.43,0.91,DEL,,0,0.881530712
MIN,Majors,RW,"Boldy, Matthew","RW, LW",22,L,Drafted (12 - 2019),81,31,32,63,,,NHL,,63,0
MIN,Majors,C,"Rossi, Marco",C,21,L,Drafted (9 - 2020),53,16,35,51,,,AHL,,31,0
MIN,Majors,RD,"Faber, Brock",RD,21,R,Traded,38,4,23,27,,,NCAA,,11,0
MIN,Majors,RD,"Addison, Calen",RD,23,R,Traded,62,3,26,29,,,NHL,,29,0
MIN,Minors,F,"Beckman, Adam",LW,22,L,Drafted (75 - 2019),53,24,12,36,,,AHL,,22,0
MIN,Minors,F,"Öhgren, Liam",LW,19,L,Drafted (19 - 2022),36,11,9,20,,,HockeyAllsvenskan,,16,0
MIN,Minors,F,"Firstov, Vladislav",LW,22,L,Drafted (42 - 2019),47,11,15,26,,,KHL,,35,0
MIN,Minors,F,"Haight, Hunter",C,19,R,Drafted (47 - 2022),62,21,39,60,,,OHL,,11,0
MIN,Minors,F,"Bankier, Caedan",C,20,L,Drafted (86 - 2021),57,37,48,85,,,WHL,,17,0
MIN,Minors,F,"Milne, Michael",LW,20,L,Drafted (89 - 2022),57,7,6,13,,,AHL,,7,0
MIN,Minors,F,"Novak, Pavel",RW,21,R,Drafted (146 - 2020),62,29,43,72,,,WHL,*no stats last season,13,0
MIN,Minors,F,"Cajkovic, Maxim",RW,22,R,Traded,41,10,17,27,,,ECHL,,8,0
MIN,Minors,D,"Lambos, Carson",LD,20,L,Drafted (26 - 2021),61,12,36,48,,,WHL,,9,0
MIN,Minors,D,"O'Rourke, Ryan",LD,21,L,Drafted (39 - 2020),67,0,9,9,,,AHL,,4,0
MIN,Minors,D,"Hunt, Daemon",LD,21,L,Drafted (65 - 2020),59,2,9,11,,,AHL,,6,0
MIN,Minors,D,"Masters, Kyle",RD,20,R,Drafted (118 - 2021),66,11,54,65,,,WHL,,11,0
MIN,Minors,D,"Spacek, David",RD,20,R,Drafted (153 - 2022),58,13,44,57,,,QMJHL,,9,0
MIN,Minors,G,"Wallstedt, Jesper",G,20,L,Drafted (20 - 2021),38,,,,2.68,0.908,AHL,,0,0.882411508
MIN,Minors,G,"Jones, Hunter",G,22,L,Drafted (59 - 2019),38,,,,3.07,0.905,ECHL,,0,0.864921376
MIN,Prospects,F,"Stramel, Charlie","C, LW, RW",18,R,Drafted (21 - 2023),33,5,7,12,,,NCAA,,6,0
MIN,Prospects,F,"Yurov, Danila",RW,19,L,Drafted (24 - 2022),59,6,6,12,,,KHL,,13,0
MIN,Prospects,F,"Khusnutdinov, Marat",C,21,L,Drafted (37 - 2020),63,11,30,41,,,KHL,,41,0
MIN,Prospects,F,"Kumpulainen, Rasmus",C,18,L,Drafted (53 - 2023),41,11,23,34,,,U20SM-sarja,,6,0
MIN,Prospects,F,"Lorenz, Rieger","LW, C",19,L,Drafted (56 - 2022),37,2,7,9,,,NCAA,,4,0
MIN,Prospects,F,"Heidt, Riley","C, LW, RW",18,L,Drafted (64 - 2023),68,25,72,97,,,WHL,,16,0
MIN,Prospects,F,"Guskov, Matvei",C,22,L,Drafted (149 - 2019),37,3,6,9,,,KHL,,15,0
MIN,Prospects,F,"Petrovský, Servác",C,19,L,Drafted (185 - 2022),62,24,31,55,,,OHL,,10,0
MIN,Prospects,F,"Clark, James",LW,18,L,Drafted (213 - 2023),62,19,28,47,,,USHL,,9,0
MIN,Prospects,D,"Peart, Jack",LD,20,L,Drafted (54 - 2021),39,3,21,24,,,NCAA,,10,0
MIN,Prospects,D,"Healey, Ryan",RD,19,R,Drafted (121 - 2022),34,2,6,8,,,NCAA,,4,0
MIN,Prospects,D,"Pionk, Aaron",LD,20,L,Drafted (149 - 2023),60,12,24,36,,,USHL,,7,0
MIN,Prospects,D,"Parker, Kalem",RD,18,R,Drafted (181 - 2023),68,6,32,38,,,WHL,,6,0
MIN,Prospects,D,"Benoit, Nate",LD,20,L,Drafted (182 - 2021),58,6,19,25,,,USHL,,5,0
