Team,Type,POS,Name,POS.1,AGE,SH,ACQUIRED,GP,G,A,P,GAA,SV%,League,Notes,NHL eP,Goalie Equivalency
TBL,Minors,G,"Alnefelt, Hugo",G,22,L,Drafted (71 - 2019),33,,,,2.77,0.904,AHL,,0,0.879916713
TBL,Prospects,F,"Howard, Isaac",LW,19,L,Drafted (31 - 2022),35,6,11,17,,,NCAA,,8,0
TBL,Prospects,F,"Gauthier, Ethan",RW,18,R,Drafted (37 - 2023),66,30,39,69,,,QMJHL,,10,0
TBL,Prospects,F,"Shaugabay, Jayson",RW,18,R,Drafted (115 - 2023),31,33,63,96,,,USHS-MN,,6,0
TBL,Prospects,F,"Duke, Dylan",LW,20,L,Drafted (126 - 2021),41,18,14,32,,,NCAA,,12,0
TBL,Prospects,F,"Capone, Nick",RW,21,R,Drafted (157 - 2020),35,9,9,18,,,NCAA,,8,0
TBL,Prospects,F,"Kurth, Connor",RW,20,R,Drafted (192 - 2022),38,7,4,11,,,NCAA,,5,0
TBL,Prospects,F,"Harvey, Jack",C,20,L,Drafted (193 - 2023),62,40,34,74,,,USHL,,14,0
TBL,Prospects,F,"Flinton, Robert",LW,20,L,Drafted (211 - 2021),27,6,9,15,,,NCAA,,9,0
TBL,Prospects,F,"Hay, Ethan",C,18,L,Drafted (211 - 2023),64,17,11,28,,,OHL,,5,0
TBL,Prospects,F,"Webster, Mckade",C,23,R,Drafted (213 - 2019),30,6,8,14,,,NCAA,,7,0
TBL,Prospects,F,"Huuhtanen, Niko",RW,20,R,Drafted (224 - 2021),48,17,13,30,,,Liiga,,23,0
TBL,Prospects,F,"Veinbergs, Klavs",C,20,L,Drafted (224 - 2022),50,12,16,28,,,USHL,,7,0
TBL,Prospects,D,"Powell, Eamon",RD,21,R,Drafted (116 - 2020),36,5,17,22,,,NCAA,,10,0
TBL,Prospects,D,"Clark, Warren",RD,19,R,Drafted (179 - 2023),55,6,32,38,,,MJHL,,3,0
TBL,Prospects,D,"Gagne, Alex",LD,21,L,Drafted (192 - 2021),35,1,8,9,,,NCAA,,4,0
TBL,Prospects,D,"Pylenkov, Daniil",LD,22,L,Drafted (196 - 2021),40,4,17,21,,,KHL,,33,0
TBL,Prospects,D,"Gill, Dyllan",RD,19,R,Drafted (223 - 2022),68,8,49,57,,,QMJHL,,8,0
TBL,Prospects,G,"Malík, Nick",G,21,L,Drafted (160 - 2022),24,,,,2.74,0.891,Liiga,,0,0.873867994
EDM,Majors,C,"McLeod, Ryan",C,23,L,Drafted (40 - 2018),57,11,12,23,,,NHL,,23,0
EDM,Majors,LW,"Holloway, Dylan","LW, C",21,L,Drafted (14 - 2020),51,3,6,9,,,NHL,,9,0
EDM,Majors,RD,"Bouchard, Evan",RD,23,R,Drafted (10 - 2018),82,8,32,40,,,NHL,,40,0
EDM,Majors,D,"Broberg, Philip",LD,22,L,Drafted (8 - 2019),46,1,7,8,,,NHL,,8,0
EDM,Minors,F,"Lavoie, Raphael","RW, C",22,R,Drafted (38 - 2019),61,25,20,45,,,AHL,,24,0
EDM,Minors,F,"Bourgault, Xavier",RW,20,R,Drafted (22 - 2021),62,13,21,34,,,AHL,,17,0
EDM,Minors,F,"Savoie, Carter",LW,21,L,Drafted (100 - 2020),44,8,3,11,,,AHL,,8,0
EDM,Minors,F,"Chiasson, Jake",C,20,R,Drafted (116 - 2021),70,20,38,58,,,WHL,,10,0
EDM,Minors,F,"Tullio, Tyler",RW,21,R,Drafted (126 - 2020),63,13,13,26,,,AHL,,13,0
EDM,Minors,F,"Petrov, Matvei",LW,20,R,Drafted (180 - 2021),65,27,66,93,,,OHL,,17,0
EDM,Minors,F,"Berglund, Carl","C, RW",23,L,Signed to ELC,36,12,15,27,,,NCAA,,12,0
EDM,Minors,F,"Grubbe, Jayden",C,20,R,Signed to ELC,64,18,49,67,,,WHL,,12,0
EDM,Minors,D,"Wanner, Maximus",RD,20,R,Drafted (212 - 2021),44,8,22,30,,,WHL,,8,0
EDM,Minors,G,"Rodrigue, Olivier",G,23,L,Drafted (62 - 2018),29,,,,2.77,0.912,AHL,,0,0.884906302
EDM,Minors,G,"Fanti, Ryan",G,23,L,Signed to ELC,34,,,,3.49,0.894,ECHL,,0,0.860703913
EDM,Prospects,F,"Berezkin, Maksim","LW, RW",21,R,Drafted (138 - 2020),52,7,19,26,,,KHL,,32,0
EDM,Prospects,F,"Mazura, Tomas",C,22,L,Drafted (162 - 2019),28,3,9,12,,,NCAA,,7,0
EDM,Prospects,F,"Denezhkin, Maxim",C,22,L,Drafted (193 - 2019),37,8,13,21,,,VHL,,15,0
EDM,Prospects,F,"Lachance, Shane",LW,20,L,Drafted (186 - 2021),62,33,21,54,,,USHL,,10,0
EDM,Prospects,F,"Lindewall, Jeremias",LW,21,L,Drafted (200 - 2020),35,2,4,6,,,HockeyAllsvenskan,,5,0
EDM,Prospects,F,"Copponi, Matt",C,20,R,Drafted (216 - 2023),37,14,15,29,,,NCAA,,12,0
EDM,Prospects,F,"Määttä, Joel",C,21,L,Drafted (222 - 2022),36,7,7,14,,,NCAA,,6,0
EDM,Prospects,D,"Akey, Beau",RD,18,R,Drafted (56 - 2023),66,11,36,47,,,OHL,,8,0
EDM,Prospects,D,"Münzenberger, Luca",LD,20,L,Drafted (90 - 2021),28,0,5,5,,,NCAA,,3,0
EDM,Prospects,D,"Yevseyev, Nikita",LD,19,L,Drafted (190 - 2022),48,5,2,7,,,KHL,,9,0
EDM,Prospects,G,"Day, Nathaniel",G,18,L,Drafted (184 - 2023),32,,,,3.91,0.874,OHL,,0,0.852902093
EDM,Prospects,G,"Jonsson, Samuel",G,19,L,Drafted (158 - 2022),27,,,,2.65,0.902,J20 Nationell,,0,0.858703048
FLA,Majors,C,"Lundell, Anton","C, LW",21,L,Drafted (12 - 2020),73,12,21,33,,,NHL,,33,0
FLA,Majors,RW,"Denisenko, Grigori","LW, RW",23,R,Drafted (15 - 2018),56,12,24,36,,,AHL,,21,0
FLA,Majors,G,"Knight, Spencer",G,22,L,Drafted (13 - 2019),21,,,,3.18,0.901,NHL,,0,0.901
FLA,Minors,F,"Samoskevich, Mackie",RW,20,R,Drafted (24 - 2021),39,20,23,43,,,NCAA,,18,0
FLA,Minors,F,"Giles, Patrick",C,23,R,Signed to ELC,72,3,10,13,,,AHL,,6,0
FLA,Minors,F,"Sourdif, Justin",C,21,R,Drafted (87 - 2020),48,7,17,24,,,AHL,,16,0
FLA,Minors,F,"Schwindt, Kai",LW,19,L,Signed to ELC,67,12,13,25,,,OHL,,4,0
FLA,Minors,F,"McAllister, Ryan",C,21,L,Signed to ELC,39,13,36,49,,,NCAA,,20,0
FLA,Minors,D,"Benning, Michael",RD,21,R,Drafted (95 - 2020),39,13,21,34,,,NCAA,,14,0
FLA,Minors,D,"Nause, Evan",LD,20,L,Drafted (56 - 2021),40,5,24,29,,,QMJHL,,7,0
FLA,Minors,D,"Alscher, Marek",LD,19,L,Drafted (93 - 2022),60,8,16,24,,,WHL,,5,0
FLA,Minors,D,"Ludvig, John",LD,23,L,Drafted (69 - 2019),54,3,14,17,,,AHL,,10,0
FLA,Minors,D,"Uens, Zach",LD,22,L,Drafted (105 - 2020),35,3,1,4,,,ECHL,,1,0
FLA,Minors,D,"Staios, Nathan",LD,22,L,Signed to ELC,44,4,14,18,,,ECHL,,5,0
FLA,Minors,G,"Guzda, Mack",G,22,L,Signed to ELC,29,,,,2.88,0.897,AHL,,0,0.875550823
FLA,Prospects,F,"Sawchyn, Gracyn",C,18,R,Drafted (63 - 2023),58,18,40,58,,,WHL,,12,0
FLA,Prospects,F,"Lindmark, Owen",C,22,R,Drafted (137 - 2019),36,4,5,9,,,NCAA,,4,0
FLA,Prospects,F,"Vilmanis, Sandis",LW,19,L,Drafted (157 - 2022),62,20,25,45,,,OHL,,9,0
FLA,Prospects,F,"Kos, Jakub","C, LW, RW",20,L,Drafted (184 - 2021),24,4,15,19,,,Mestis,,12,0
FLA,Prospects,F,"Davies, Joshua",LW,19,L,Drafted (186 - 2022),62,20,14,34,,,WHL,,6,0
FLA,Prospects,F,"Ekmark, Elliot",C,21,L,Drafted (198 - 2020),16,2,1,3,,,HockeyAllsvenskan,,5,0
FLA,Prospects,F,"Zvyagin, Stepan",LW,19,L,Drafted (198 - 2023),37,14,19,33,,,MHL,,10,0
FLA,Prospects,F,"Arnsby, Liam",C,19,R,Drafted (214 - 2022),54,12,18,30,,,OHL,,7,0
FLA,Prospects,F,"Devine, Jack",RW,19,R,Drafted (221 - 2022),38,14,17,31,,,NCAA,,13,0
FLA,Prospects,D,"Berger, Carter",LD,23,L,Drafted (106 - 2019),33,5,18,23,,,NCAA,,11,0
FLA,Prospects,D,"Lukashevich, Vladislav",LD,20,L,Drafted (120 - 2021),45,2,16,18,,,MHL,,5,0
FLA,Prospects,D,"Jansson, Ludvig",RD,19,R,Drafted (125 - 2022),44,1,9,10,,,HockeyAllsvenskan,,7,0
FLA,Prospects,D,"Wikman, Albert",LD,18,L,Drafted (127 - 2023),43,2,10,12,,,J20 Nationell,,2,0
FLA,Prospects,D,"Puutio, Kasper",RD,21,R,Drafted (153 - 2020),48,3,8,11,,,Liiga,,8,0
FLA,Prospects,D,"Coughlin, Luke",LD,18,L,Drafted (191 - 2023),37,5,14,19,,,QMJHL,,5,0
FLA,Prospects,G,"Gerasimyuk, Kirill",G,20,L,Drafted (152 - 2021),24,,,,1.82,0.932,MHL,,0,0.874790114
FLA,Prospects,G,"Glifford, Olof",G,18,L,Drafted (159 - 2023),11,,,,2.56,0.929,J18 Nationell,,0,0.855156154
FLA,Prospects,G,"Muszelik, Tyler",G,19,L,Drafted (189 - 2022),13,,,,3.24,0.883,NCAA,,0,0.858939535
PIT,Minors,F,"Poulin, Samuel","C, LW",22,L,Drafted (21 - 2019),15,4,0,4,,,AHL,,9,0
PIT,Minors,F,"Gruden, Jonathan",LW,23,L,Traded,54,16,15,31,,,AHL,,18,0
PIT,Minors,F,"Svejkovsky, Lukas",C,21,R,Drafted (108 - 2020),47,3,12,15,,,AHL,,10,0
PIT,Minors,F,"Ansons, Raivis",LW,21,L,Drafted (149 - 2020),44,2,4,6,,,AHL,,4,0
PIT,Minors,F,"Glover, Ty",C,22,L,Signed to ELC,49,7,5,12,,,AHL,,8,0
PIT,Minors,F,"Frasca, Jordan",C,22,L,Signed to ELC,36,7,5,12,,,ECHL,,4,0
PIT,Minors,D,"Smith, Ty",LD/RD,23,L,Traded,39,7,17,24,,,AHL,,20,0
PIT,Minors,D,"Pickering, Owen",LD,19,L,Drafted (21 - 2022),61,9,36,45,,,WHL,,9,0
PIT,Minors,D,"Pieniniemi, Emil",LD,18,L,Drafted (91 - 2023),31,1,12,13,,,U20SM-sarja,,3,0
PIT,Minors,D,"Belliveau, Isaac",LD,20,L,Drafted (154 - 2021),55,11,35,46,,,QMJHL,,8,0
PIT,Minors,G,"Gauthier, Taylor",G,22,R,Signed to ELC,20,,,,2.71,0.907,AHL,,0,0.881787809
PIT,Minors,G,"Blomqvist, Joel",G,21,L,Drafted (52 - 2020),21,,,,2.29,0.907,Liiga,,0,0.884493247
PIT,Prospects,F,"Yager, Brayden","C, LW, RW",18,R,Drafted (14 - 2023),67,28,50,78,,,WHL,,13,0
PIT,Prospects,F,"Broz, Tristan",C,20,L,Drafted (58 - 2021),40,10,18,28,,,NCAA,,11,0
PIT,Prospects,F,"Ilyin, Mikhail","C, LW, RW",18,L,Drafted (142 - 2023),28,4,22,26,,,MHL,,11,0
PIT,Prospects,F,"Plante, Zam",C,19,L,Drafted (150 - 2022),33,8,15,23,,,USHL,,8,0
PIT,Prospects,F,"Yoder, Chase",C,21,L,Drafted (170 - 2020),37,8,7,15,,,NCAA,,6,0
PIT,Prospects,F,"Foster, Cooper",C,18,L,Drafted (174 - 2023),63,19,17,36,,,OHL,,7,0
PIT,Prospects,F,"Devlin, Luke",C,19,L,Drafted (182 - 2022),51,11,26,37,,,BCHL,,5,0
PIT,Prospects,F,"Järventie, Emil",LW,18,L,Drafted (217 - 2023),21,8,11,19,,,U20SM-sarja,,6,0
PIT,Prospects,D,"Nickl, Thimo",RD,21,R,Traded,47,0,8,8,,,HockeyAllsvenskan,,5,0
PIT,Prospects,D,"Collins, Nolan",RD,19,R,Drafted (167 - 2022),63,8,22,30,,,OHL,,6,0
PIT,Prospects,D,"Laatsch, Daniel",LD,21,L,Drafted (215 - 2021),36,1,6,7,,,NCAA,,3,0
PIT,Prospects,D,"Kangas, Kalle",LD,18,L,Drafted (223 - 2023),42,1,8,9,,,U20SM-sarja,,1,0
PIT,Prospects,G,"Murashov, Sergei",G,19,R,Drafted (118 - 2022),37,,,,1.53,0.948,MHL,,0,0.880840568
PIT,Prospects,F,"Hållander, Filip",C,23,L,Traded,43,11,22,33,,,AHL,,24,0
NSH,Majors,RW,"Evangelista, Luke",RW,21,R,Drafted (42 - 2020),49,9,32,41,,,AHL,,27,0
NSH,Majors,LW,"Tomasino, Philip","LW, RW",22,R,Drafted (24 - 2019),38,12,20,32,,,AHL,,27,0
NSH,Majors,C,"Pärssinen, Juuso",C,22,L,Drafted (210 - 2019),45,6,19,25,,,NHL,,25,0
NSH,Training Camp,F,"Afanasyev, Egor","C, LW",22,L,Drafted (45 - 2019),57,13,13,26,,,AHL,,15,0
NSH,Training Camp,F,"Kemell, Joakim",RW,19,R,Drafted (17 - 2022),43,12,3,15,,,Liiga,,13,0
NSH,Training Camp,F,"Svechkov, Fedor",C,20,L,Drafted (19 - 2021),27,2,2,4,,,KHL,,9,0
NSH,Training Camp,F,"Lind, Kalan",LW,18,L,Drafted (46 - 2023),43,16,28,44,,,WHL,,12,0
NSH,Training Camp,F,"Schaefer, Reid",LW,19,L,Traded,55,28,33,61,,,WHL,,13,0
NSH,Training Camp,F,"Kondelík, Jáchym",C,23,L,Drafted (111 - 2018),38,5,6,11,,,AHL,,9,0
NSH,Training Camp,F,"L'Heureux, Zachary",LW,20,L,Drafted (27 - 2021),33,21,21,42,,,QMJHL,,12,0
NSH,Training Camp,F,"Mutter, Navrin",LW,22,L,Signed to ELC,53,2,6,8,,,AHL,,5,0
NSH,Training Camp,F,"Burke, Nolan",C,20,L,Signed to ELC,56,50,32,82,,,OHL,,17,0
NSH,Training Camp,F,"Willis, Joey",C,18,L,Drafted (111 - 2023),68,15,29,44,,,OHL,,8,0
NSH,Training Camp,F,"Roest, Austin",C,19,R,Drafted (175 - 2023),60,32,46,78,,,WHL,,15,0
NSH,Training Camp,D,"Stastney, Spencer",LD,23,L,Drafted (131 - 2018),56,5,8,13,,,AHL,,7,0
NSH,Training Camp,D,"Del Gaizo, Marc",LD,23,L,Drafted (109 - 2019),71,3,28,31,,,AHL,,14,0
NSH,Training Camp,D,"Molendyk, Tanner",LD,18,L,Drafted (24 - 2023),67,9,28,37,,,WHL,,6,0
NSH,Training Camp,D,"Matier, Jack",RD,20,R,Drafted (124 - 2021),58,13,36,49,,,OHL,,10,0
NSH,Training Camp,D,"Wilsby, Adam",LD,23,L,Drafted (101 - 2020),72,1,17,18,,,AHL,,8,0
NSH,Training Camp,D,"Prokop, Luke",RD,21,R,Drafted (73 - 2020),43,4,17,21,,,WHL,,6,0
NSH,Training Camp,D,"MacKinnon, Dylan",RD,18,R,Drafted (83 - 2023),61,6,17,23,,,QMJHL,,3,0
NSH,Training Camp,D,"Sward, Graham",LD,20,L,Drafted (146 - 2022),52,4,29,33,,,WHL,,7,0
NSH,Training Camp,G,"Askarov, Yaroslav",G,21,R,Drafted (11 - 2020),48,,,,2.69,0.911,AHL,,0,0.884282604
NSH,Prospects,F,"Wood, Matthew",RW,18,R,Drafted (15 - 2023),35,11,23,34,,,NCAA,,15,0
NSH,Prospects,F,"Nilsson, Felix",C,18,L,Drafted (43 - 2023),36,19,22,41,,,J20 Nationell,,8,0
NSH,Prospects,F,"Campbell, Alexander",LW,22,L,Drafted (65 - 2019),34,14,12,26,,,NCAA,,12,0
NSH,Prospects,F,"Kiiskinen, Jesse",RW,18,R,Drafted (68 - 2023),31,20,23,43,,,U20SM-sarja,,9,0
NSH,Prospects,F,"Ingram, Adam",C,19,L,Drafted (82 - 2022),41,8,15,23,,,NCAA,,9,0
NSH,Prospects,F,"O'Hara, Cole",RW,21,R,Drafted (114 - 2022),32,4,13,17,,,NCAA,,8,0
NSH,Prospects,F,"Muzzatti, Sutter","C, LW, RW",20,L,Drafted (143 - 2023),35,7,15,22,,,NCAA,,10,0
NSH,Prospects,F,"Walther, Isak","LW, RW",22,L,Drafted (179 - 2019),36,9,10,19,,,NCAA,,8,0
NSH,Prospects,F,"Knak, Simon",RW,21,L,Drafted (179 - 2021),50,8,15,23,,,NL,,17,0
NSH,Prospects,F,"Fontaine, Gunnarwolfe",LW,23,L,Drafted (202 - 2020),35,10,20,30,,,NCAA,,14,0
NSH,Prospects,F,"McLane, Chase",C,23,R,Drafted (209 - 2020),21,2,3,5,,,NCAA,,4,0
NSH,Prospects,F,"Strinden, Benjamin","C, LW, RW",21,R,Drafted (210 - 2022),22,3,6,9,,,NCAA,,7,0
NSH,Prospects,F,"Fink, Aiden",RW,18,R,Drafted (218 - 2023),54,41,56,97,,,AJHL,,9,0
NSH,Prospects,D,"Olsson, Anton",LD,20,L,Drafted (72 - 2021),41,3,4,7,,,SHL,,8,0
NSH,Prospects,D,"Kulonummi, Kasper",RD,19,R,Drafted (84 - 2022),36,11,32,43,,,U20SM-sarja,,8,0
NSH,Prospects,D,"Ufko, Ryan",RD,20,R,Drafted (115 - 2021),32,8,16,24,,,NCAA,,12,0
NSH,Prospects,D,"Chistyakov, Semyon",LD,22,L,Drafted (117 - 2019),58,5,22,27,,,KHL,,29,0
NSH,Prospects,D,"Reid, Luke",RD,21,R,Drafted (166 - 2020),35,0,5,5,,,NCAA,,2,0
NSH,Prospects,G,"Jatkola, Juha",G,21,L,Drafted (121 - 2023),40,,,,2.16,0.903,Liiga,,0,0.881836933
NSH,Prospects,G,"Haider, Ethan",G,22,L,Drafted (148 - 2019),35,,,,2.5,0.906,NCAA,,0,0.869069985
NYR,Majors,RW,"Kakko, Kaapo",RW,22,L,Drafted (2 - 2019),82,18,22,40,,,NHL,,40,0
NYR,Majors,LW,"Lafrenière, Alexis","LW, RW",21,L,Drafted (1 - 2020),81,16,23,39,,,NHL,,39,0
NYR,Majors,LD,"Miller, K'Andre",LD,23,L,Drafted (22 - 2018),79,9,34,43,,,NHL,,43,0
NYR,Majors,RD,"Schneider, Braden",RD,21,R,Drafted (19 - 2020),81,5,13,18,,,NHL,,18,0
NYR,Majors,D,"Jones, Zachary",LD,22,L,Drafted (68 - 2019),54,8,23,31,,,AHL,,18,0
NYR,Minors,F,"Cuylle, Will",LW,21,L,Drafted (60 - 2020),69,25,20,45,,,AHL,,21,0
NYR,Minors,F,"Othmann, Brennan",LW,20,L,Drafted (16 - 2021),56,29,38,67,,,OHL,,14,0
NYR,Minors,F,"Korczak, Ryder",C,20,R,Drafted (75 - 2021),48,28,41,69,,,WHL,,17,0
NYR,Minors,F,"Sýkora, Adam","LW, RW",19,L,Drafted (63 - 2022),38,8,13,21,,,Slovak Extraliga,,13,0
NYR,Minors,F,"Henriksson, Karl",C,22,L,Drafted (58 - 2019),70,7,10,17,,,AHL,,8,0
NYR,Minors,F,"McConnell-Barker, Bryce",C,19,L,Drafted (97 - 2022),68,30,47,77,,,OHL,,13,0
NYR,Minors,F,"Berard, Brett",LW,21,L,Drafted (134 - 2020),36,10,14,24,,,NCAA,,11,0
NYR,Minors,F,"Edström, Adam",C,22,L,Drafted (161 - 2019),42,9,10,19,,,SHL,,21,0
NYR,Minors,F,"Rempe, Matthew",C,21,R,Drafted (165 - 2020),53,6,4,10,,,AHL,,6,0
NYR,Minors,D,"Robertson, Matthew",LD,22,L,Drafted (49 - 2019),57,5,18,23,,,AHL,,13,0
NYR,Minors,D,"Emberson, Ty",RD,23,R,Traded,69,7,20,27,,,AHL,,12,0
NYR,Minors,G,"Lindbom, Olof",G,23,L,Drafted (39 - 2018),28,,,,3.01,0.89,ECHL,,0,0.85917029
NYR,Minors,G,"Garand, Dylan",G,21,L,Drafted (103 - 2020),32,,,,3.01,0.894,AHL,,0,0.873679727
NYR,Minors,G,"Boyko, Talyn",G,20,L,Drafted (112 - 2021),40,,,,3.55,0.898,WHL,,0,0.861778981
NYR,Prospects,F,"Perreault, Gabe",RW,18,L,Drafted (23 - 2023),63,53,79,132,,,NTDP,,33,0
NYR,Prospects,F,"Tärnström, Oliver",C,21,L,Drafted (92 - 2020),43,1,2,3,,,SHL,,3,0
NYR,Prospects,F,"Lamb, Brody",RW,20,R,Drafted (104 - 2021),39,4,4,8,,,NCAA,,3,0
NYR,Prospects,F,"Väisänen, Kalle",LW,20,R,Drafted (106 - 2021),47,4,1,5,,,Liiga,,4,0
NYR,Prospects,F,"Laba, Noah",C,20,R,Drafted (111 - 2022),35,11,11,22,,,NCAA,,10,0
NYR,Prospects,F,"Chmelar, Jaroslav",RW,20,R,Drafted (144 - 2021),33,7,6,13,,,NCAA,,6,0
NYR,Prospects,F,"Barbashev, Maxim",LW,19,L,Drafted (161 - 2022),67,32,33,65,,,QMJHL,,9,0
NYR,Prospects,F,"Roobroeck, Dylan",C,19,L,Drafted (178 - 2023),68,15,38,53,,,OHL,,9,0
NYR,Prospects,F,"Henricks, Ty",LW,18,L,Drafted (183 - 2023),28,6,3,9,,,USHL,,4,0
NYR,Prospects,F,"Karpa, Zakary",C,21,L,Drafted (191 - 2022),22,5,3,8,,,NCAA,,6,0
NYR,Prospects,D,"Fortescue, Drew",LD,18,L,Drafted (90 - 2023),62,1,25,26,,,NTDP,,7,0
NYR,Prospects,D,"Larsson, Rasmus",LD,19,L,Drafted (152 - 2023),50,16,18,34,,,J20 Nationell,,5,0
NYR,Prospects,D,"Mancini, Vittorio",RD,21,R,Drafted (159 - 2022),32,0,8,8,,,NCAA,,4,0
NYR,Prospects,D,"Kjellberg, Simon",LD,23,L,Drafted (163 - 2018),32,4,10,14,,,NCAA,,7,0
NYR,Prospects,D,"Kempf, Hank",LD,21,L,Drafted (208 - 2021),31,1,1,2,,,NCAA,,1,0
NYR,Prospects,G,"Ollas, Hugo",G,21,L,Drafted (197 - 2020),21,,,,2.31,0.915,NCAA,,0,0.873034073
DET,Majors,RW,"Raymond, Lucas","RW, LW",21,R,Drafted (4 - 2020),74,17,28,45,,,NHL,,45,0
DET,Majors,C,"Veleno, Joseph",C,23,L,Drafted (30 - 2018),81,9,11,20,,,NHL,,20,0
DET,Majors,RD,"Seider, Moritz",RD,22,R,Drafted (6 - 2019),82,5,37,42,,,NHL,,42,0
DET,Majors,F,"Berggren, Jonatan","RW, LW",23,L,Drafted (33 - 2018),67,15,13,28,,,NHL,,28,0
DET,Majors,F,"Söderblom, Elmer","LW, C",22,L,Drafted (159 - 2019),21,5,3,8,,,NHL,,8,0
DET,Majors,D,"Edvinsson, Simon",LD,20,L,Drafted (6 - 2021),52,5,22,27,,,AHL,,17,0
DET,Training Camp,F,"Hillis, Cameron",C,23,R,Traded,45,14,36,50,,,ECHL,,13,0
DET,Minors,F,"Kasper, Marco",C,19,L,Drafted (8 - 2022),52,8,15,23,,,SHL,,21,0
DET,Minors,F,"Danielson, Nate",C,18,R,Drafted (9 - 2023),68,33,45,78,,,WHL,,13,0
DET,Minors,F,"Hanas, Cross",LW,21,L,Drafted (55 - 2020),30,9,8,17,,,AHL,,18,0
DET,Minors,F,"Mazur, Carter",LW,21,R,Drafted (70 - 2021),40,22,15,37,,,NCAA,,15,0
DET,Minors,F,"Lombardi, Amadeus",C,20,L,Drafted (113 - 2022),67,45,57,102,,,OHL,,18,0
DET,Minors,F,"Doucet, Alexandre",C,21,L,Signed to ELC,70,58,57,115,,,QMJHL,,15,0
DET,Minors,D,"McIsaac, Jared",LD,23,L,Drafted (36 - 2018),61,3,19,22,,,AHL,,12,0
DET,Minors,D,"Wallinder, William",LD,21,L,Drafted (32 - 2020),50,7,19,26,,,SHL,,24,0
DET,Minors,D,"Tuomisto, Antti",RD,22,R,Drafted (35 - 2019),60,5,15,20,,,Liiga,,12,0
DET,Minors,D,"Johansson, Albert",LD,22,L,Drafted (60 - 2019),53,5,10,15,,,AHL,,9,0
DET,Minors,D,"Viro, Eemil",LD,21,L,Drafted (70 - 2020),48,1,7,8,,,AHL,,5,0
DET,Minors,G,"Cossa, Sebastian",G,20,L,Drafted (15 - 2021),46,,,,2.56,0.913,ECHL,,0,0.867988623
DET,Prospects,F,"James, Dylan",LW,19,L,Drafted (40 - 2022),36,8,8,16,,,NCAA,,7,0
DET,Prospects,F,"Niederbach, Theodor",C,21,R,Drafted (51 - 2020),31,7,11,18,,,HockeyAllsvenskan,,17,0
DET,Prospects,F,"Buchelnikov, Dmitri",LW,20,R,Drafted (52 - 2022),35,15,13,28,,,VHL,,22,0
DET,Prospects,F,"Dower Nilsson, Noah",LW,18,L,Drafted (73 - 2023),37,26,28,54,,,J20 Nationell,,11,0
DET,Prospects,F,"Stange, Sam",RW,22,R,Drafted (97 - 2020),34,3,8,11,,,NCAA,,5,0
DET,Prospects,F,"O'Reilly, Ryan",C,23,R,Drafted (98 - 2018),36,8,8,16,,,NCAA,,7,0
DET,Prospects,F,"Savage, Redmond",C,20,L,Drafted (114 - 2021),32,7,7,14,,,NCAA,,7,0
DET,Prospects,F,"Kilpinen, Maximilian",LW,19,L,Drafted (129 - 2022),48,13,16,29,,,J20 Nationell,,5,0
DET,Prospects,F,"Dower Nilsson, Liam",C,20,L,Drafted (134 - 2021),32,3,12,15,,,HockeyAllsvenskan,,13,0
DET,Prospects,F,"Bicker, Kevin","C, LW, RW",18,L,Drafted (147 - 2023),20,10,11,21,,,DNL U20,,2,0
DET,Prospects,F,"Draper, Kienan",RW,21,R,Drafted (187 - 2020),23,1,0,1,,,NCAA,,1,0
DET,Prospects,F,"Mehlenbacher, Owen","C, LW, RW",19,L,Drafted (201 - 2022),57,19,31,50,,,USHL,,10,0
DET,Prospects,F,"Finnie, Emmitt","C, LW, RW",18,L,Drafted (201 - 2023),64,9,26,35,,,WHL,,6,0
DET,Prospects,F,"Bradley, Chase",LW,21,L,Drafted (203 - 2020),35,10,10,20,,,NCAA,,9,0
DET,Prospects,F,"Ali, Brennan",C,19,L,Drafted (212 - 2022),57,13,30,43,,,USHL,,9,0
DET,Prospects,D,"Sandin Pellikka, Axel",RD,18,R,Drafted (17 - 2023),31,16,20,36,,,J20 Nationell,,9,0
DET,Prospects,D,"Buium, Shai",LD,20,L,Drafted (36 - 2021),38,4,17,21,,,NCAA,,9,0
DET,Prospects,D,"Gibson, Andrew",RD,18,R,Drafted (42 - 2023),45,7,14,21,,,OHL,,6,0
DET,Prospects,D,"Cleveland, Brady",LD,18,L,Drafted (47 - 2023),55,0,6,6,,,NTDP,,2,0
DET,Prospects,D,"Johansson, Anton",RD,19,R,Drafted (105 - 2022),32,6,7,13,,,J20 Nationell,,3,0
DET,Prospects,D,"Keenan, Larry",LD,18,L,Drafted (117 - 2023),49,11,26,37,,,USHS-Prep,,2,0
DET,Prospects,D,"Moore, Cooper",LD,22,L,Drafted (128 - 2019),31,3,10,13,,,NCAA,,7,0
DET,Prospects,D,"Phelan, Jack",RD,19,R,Drafted (137 - 2023),59,1,4,5,,,USHL,,1,0
DET,Prospects,D,"Aucoin, Kyle",LD,21,L,Drafted (156 - 2020),24,0,2,2,,,NCAA,,1,0
DET,Prospects,G,"Augustine, Trey",G,18,L,Drafted (41 - 2023),33,,,,2.13,0.926,NTDP,,0,0.877879071
DET,Prospects,G,"Bednar, Jan",G,21,L,Drafted (107 - 2020),10,,,,4.46,0.874,QMJHL,,0,0.851429261
